text,Sentiment
"The Independent Commission for Infrastructure (ICI) has issued a new subpoena to former Ako Bicol party-list Representative Zaldy Co, who has yet to return to the country amid allegations of his involvement in anomalous flood control projects.

In a message to reporters, ICI spokesperson Brian Hosaka said the subpoena was issued against Co on October 20.

He said they will study if there is sufficient basis to file a petition for contempt should Co still refuse to show up. Meanwhile, he said the hearing was set for November 11 and 12.

Co has denied the allegations against him.

Read more: https://t.co/lpHECKEfrd",Positive
"PM IBRAHIM HANDS OVER ASEAN CHAIRMANSHIP TO PBBM

Kumpiyansa si Malaysian Prime Minister Anwar Ibrahim sa kakayahan ni Pres. Bongbong Marcos na magsilbi bilang chairman ng Association of Southeast Asian Nations.

""As you assume this responsibility, I have every confidence that under your steady hand, ASEAN will continue to act with clarity, composure, and warmth and poise for which the Filipino are known,"" ayon kay Ibrahim sa handing over ceremony para sa ASEAN chairmanship.",Neutral
"VERY OBVIOUS?

Ito ang posibilidad na naiisip ni Ombudsman Jesus Crispin ‘Boying’ Remulla matapos tanungin kung kasama ba si Sen. Jinggoy Estrada sa listahan ng posibleng makakasuhan kaugnay ng mga plunder at malversation hinggil sa flood control scandal.

“I think so, pero at the rate of the things are going, para siyang gustong protektahan ni (ex-DPWH Usec. Roberto) Bernardo,” sagot ni Remulla.

“Naging close siya (Bernardo) kay President Erap (Estrada), dahil nga ang Mayor ng Manila eh si Erap, siya ‘yung city engineer, at naging closer siya kay Jinggoy. Kahit papaano nila i-deny ‘yan, wala tayong magagawa,” sabi pa ni Remulla.

Pagtatapos ng Ombudsman, “Maybe Henry Alcantara who was also there in Manila, hindi nila kilala masyado, pero sigurado ako si Bernardo kilalang-kilala nila.”

#PilipinasToday
#Ombudsman
#JinggoyEstrada
#RobertoBernardo
#BoyingRemulla
#DPWH
#FloodControlScam",Neutral
"The Independent Commission for Infrastructure (ICI) has summoned former Ako Bicol Party-list Rep. Zaldy Co anew, ordering him to appear next month in its inquiry into anomalous flood control deals. https://t.co/TnfHZX6cvO",Neutral
"@423499211719779 Kahit naman noong araw uso na talaga like Fernando Poe Sr. Anak niya si Fernando Poe Jr. or Ramon Revilla sa anak niyang si Bong Revilla: If talents and arts run in the bloodline, it's notnepotism, they work hard for what they truly deserves",Negative
"Sa palitan ngayong Martes, Oktubre 28, naitala ang intraday low sa ₱59.2:$1, na mas mahina kumpara sa naunang rekord na ₱59:$1.

Kasunod ito ng mga imbestigasyon ng pamahalaan sa flood control projects, matapos isiwalat ni Pangulong Ferdinand R.  Marcos Jr. na 20 porsyento ng kabuuang ₱545 bilyong pondo para sa naturang mga proyekto ay napunta lamang sa 15 kontratista.

Samantala, sa ulat ng Amerika ngayong Oktubre, binigyang-diin na ang umano’y laganap na kurapsyon sa Pilipinas ang isa sa mga malalaking hadlang sa pamumuhunan ng mga foreign investors sa bansa.

Samantala, nagpaalala ang Bangko Sentral ng Pilipinas (BSP) na nananatiling matatag ang piso dahil sa patuloy na pagpasok ng remittances, mabilis na paglago ng ekonomiya, mababang inflation, at infrastructure reforms.

#PilipinasToday
#PisovsDolyar
#Humina",Neutral
mang iiwan pala yang si dpwh ay este slutter queen hahahaahaha,Neutral
"VP Duterte hits Marcos admin for neglecting Davao flood control
https://t.co/erTgJrRFa1",Neutral
"Dating opisina ng ex-wife ni Brice Hernandez sa DPWH QC office, bahagi ng sunog.
https://t.co/YyvaHGJJqd",Neutral
@509428916202013 Hindi lang sya isang senador kundi kumuha din ng pagka doktor para doktorin ang kanyang SALN kahusay talaga ni Chiz Escudero 🤭😂😂😂,Neutral
@664138562411848 Mas hamak naman may itsura pa rin si Torre kesa kay Marcoleta....,Neutral
"PBBM SA APEC SUMMIT SA KOREA

Magtutungo si Pangulong Ferdinand Marcos, Jr. sa Gyeongju, South Korea kasunod ng imbitasyon ni South Korean President Lee Jae Myung para dumalo sa ika-32 Asia Pacific Economic Cooperation (APEC) Economic Leaders’ Meeting.

#eBulgar https://t.co/LKgLPn9bVU",Positive
"SEN. ESCUDERO DECLARES ₱18.8M NET WORTH FOR 2024

Senator Francis “Chiz” Escudero declared a total net worth of ₱18.84 million in his 2024 Statement of Assets, Liabilities, and Net Worth (SALN), recently released by his office.

Escudero’s declared assets include real properties, vehicles, jewelry, and other personal assets, with no reported liabilities. The SALN also lists his partnership interests and relatives in government service. | via Ian Peter Guanzon #CDNDigital 

📷 Office of Sen. Escudero",Neutral
"17 OUT OF 24 SENATORS RELEASE SALN

Seventeen out of 24 senators have released their Statements of Assets, Liabilities, and Net Worth (SALNs) as of Tuesday afternoon.

Senator Raffy Tulfo declared the highest net worth at ₱1.052 billion, while Senator Chiz Escudero reported the lowest at ₱18.84 million.

Seven senators have yet to make their SALNs public, despite media requests, as the Office of the Ombudsman recently eased restrictions following the flood control scandal. | @150894323973446",Neutral
@679042137750249 NO hahaha DUTERTE Full of Corruption mga Discaya yumaman sa panahon ni Digong at Flood control SCAM nagumpisa kay Digong na nahuli ni BBM! 😅 GANYAN ka 0b0b mga DDS dumame Chinese Durg Lords  inabuso ang West Philippine Sea,Positive
@509428916202013 Hayop talaga si Marcoleta..Tanim testigo ang matandang bulldog.,Neutral
Huli na naman ang pagsisinungaling ni #ChizEscudero pero hindi pa rin kulong?🤔🤔🤔,Neutral
"Inihayag ni Senate President Pro Tempore Panfilo “Ping” Lacson na napatunayang hindi umano pirma ni Atty. Petchie Rose Espera ang nasa notaryadong sinumpaang salaysay ng retired marine soldier na si Orly Guteza, sa pagdinig ng Senate Blue Ribbon Committee hinggil sa flood control scam.

Ito ay kaugnay sa pagtanggi ni Espera na ninotaryo niya ang sinumpaang salaysay ni Guteza: “I categorically deny notarizing, signing, or participating in the preparation of the said document.”

Gayunpaman, nilinaw ni Lacson na kikilalanin pa rin ng komite ang sinumpaang salaysay ni Guteza, “It doesn’t take away ‘yung validity ng kanyang sinumpaang salaysay. Magkaiba ‘yun eh.”

“So mananatiling valid ‘yun at kikilalanin ‘yun. Even sa paggawa namin ng committee report ay titingnan namin ‘yun na ang presumption doon ay katotohanan kasi sumumpa siya na pawang katotohanan ‘yun,” ani Lacson sa isang panayam sa Super Radyo dzBB ngayong Martes, Oktubre 28.

#PilipinasToday
#PingLacson
#BlueRibbon
#FloodControlScam
#OrlyGuteza",Positive
"Umaasa si Pangulong Ferdinand Marcos Jr. na magtuloy-tuloy na ang pangmatagalang kapayapaan at katatagan sa Middle East, partikular sa pagitan ng Israel at Hamas, upang hindi na malagay sa peligro ang buhay at kaligtasan ng maraming sibilyan.

Basahin: https://t.co/xGycIFvRn0

#DWAR1494",Neutral
"jusq chiz escudero, sino bang niloloko mo hahahahahah",Neutral
ICI summons Zaldy Co anew to November hearings https://t.co/KnDROb8pVq,Neutral
@509428916202013 Marcoleta and defensor galawang team kadiliman,Neutral
"@685202211543293 Bakit dami gusto umepal sa bagong job ni Sec. Vince sa DPWH , bakit hindi nlang hayaan magtrabaho yon tao",Neutral
"#TheDailyDish | Dr. Tony Leachon is urging Budget Sec. Pangandaman and Finance Sec. Recto to resign over the 2026 budget.

He accused them and President Marcos of allowing irregularities, including PhilHealth cuts and a ₱540-billion DPWH insertion.
https://t.co/odQmiUhpmS",Neutral
"Nilinaw ng Malacañang na hindi “price freeze” ang naunang direktiba ni Pangulong Ferdinand R. Marcos Jr. kaugnay ng pagpapanatili sa presyo ng mga pangunahing bilihin ngayong holiday season.

https://t.co/6xFfCSU0B9",Neutral
"Nagpadala ang Independent Commission for Infrastructure ng bagong subpoena kay dating Ako Bicol Rep.  Zaldy Co. 

Ayon kay ICI Exec. Dir. Brian Hosaka, pinadala ang mga bagong subpoena ni Co sa Pasig at Bicol address nito para sa susunod na pagdinig  ng komisyon. @423153418930328 https://t.co/MMHv3TereZ",Neutral
"Senate President Pro Tempore Panfilo Lacson  believes the Senate has no jurisdiction over the ethics complaint filed against Sen. Francis “Chiz” Escudero, and a similar case that may be lodged against another colleague.

READ: https://t.co/kjveiznLUC
📰https://t.co/SE3wS2lIFj https://t.co/XSmo7UJQSp",Negative
"SALN NI SEN. JINGGOY ESTRADA

Isinapubliko ni Sen. Jinggoy Estrada ang kopya ng kaniyang Statement of Assets, Liabilities, and Net Worth (SALN) as of December 2024.

May net worth na P221,218,595.15 ang senador, base sa SALN. https://t.co/S2Vu5fe43u",Neutral
"Namataan umano sa Sabah, Malaysia ang mga helicopter ni dating Ako Bicol Party-list Rep. Zaldy Co, na pinaniniwalaang nagkakahalaga ng P2.7 bilyon. 
https://t.co/WtfrrAI9Sp",Neutral
"Nagpalitan ng regalo sina Pangulong Bongbong Marcos at New Zealand Prime Minister Christopher Luxon bago ang kanilang bilateral meeting sa 47th ASEAN Summit sa Kuala Lumpur, Malaysia nitong Martes, Oktubre 28.

https://t.co/9iL4RokUP9",Positive
"Muling nag-isyu ng subpoena ang Independent Commission for Infrastructure (ICI) laban kay dating Ako Bicol party-list Rep. Zaldy Co kaugnay ng kanyang pagkakasangkot sa umano’y maanomalyang flood control projects.

https://t.co/qGC8wA0SML",Neutral
"He started speaking up after the DPWH in Quezon City went up in flames lmao 🤣🤣

yo, @549507387853437 why is your husband such an absolute joke? Sobrang kupal HAHAHAHA",Positive
"Ex-Congressman Zaldy Co muling pinadalhan ng subpoena ng ICI para humarap sa flood control investigation

#Breaktime",Neutral
"DPWH doble-kayod sa pagkukumpuni ng mga kalsada patungo sa mga sementeryo ngayong #Undas2025

#Breaktime",Neutral
Lacson slams DPWH over alleged ‘Leadership Fund’ scheme https://t.co/nZTYP7s4Ht,Neutral
"Mema alert!! Chiz Escudero, akala ko ba UP grad ka — bakit ang bobo mo?

You let your wife publicly announce to the world that you bought her a ring that costs more than a normal Filipino will earn in a single lifetime tapos magddeclare ka ng SALN worth ₱18M?

Bonaks.",Positive
"Sa 16 na senador, may pinakamaliit na idineklarang networth si Sen. Francis “Chiz” Escudero na umaabot sa ₱18.84 milyon. | via Dang Garcia

Basahin: https://t.co/m9795gFxOo https://t.co/OqZ25UD3wE",Neutral
"The Senate will be uncompromising in removing some P42-billion in appropriations for “ayuda” or social assistance programs from the unprogrammed appropriations in the proposed 2026 budget bill, Senate President Pro Tempore Panfilo “Ping” Lacson said on Tuesday, October 28.

READ: https://t.co/h0IbBuFsnL",Neutral
"SUBPOENA FOR ZALDY CO 

The Independent Commission for Infrastructure has issued a new subpoena to former Ako Bicol Party-list Representative Zaldy Co in connection with its ongoing probe into alleged irregularities in flood control projects.

ICI Executive Director Atty. Brian Hosaka said the subpoena requires Co to appear before the commission’s hearing scheduled on November 11 and 12, 2025, at 9 AM. | via @292352624283482",Neutral
"◍  Dating DPWH Sec. Bonoan, tumanggap umano ng 'memo' mula sa outsider habang ito ay nasa pwesto pa noon ayon kay SP Pro Tempore Lacson | via ANNE CORTEZ #RondaBrigada #BrigadaPH
📺 WATCH LIVE: https://t.co/VIaiO64EBS",Neutral
"◍  ICI, nag-isyu ng panibagong subpoena laban kay Zaldy Co #RondaBrigada #BrigadaPH
📺 WATCH LIVE: https://t.co/VIaiO64EBS",Positive
"DPWHOMB - 102325 #3 📌La Union and Davao Occidental
DPWH files charges against 22 gov't officials, contractors 

Lawmakers Tagged:
(1)  Benguet Rep. Eric Yap
(2)  ACT-CIS Rep. Edvic Yap
(3)  Bulacan Rep. Salvador Pleyto
(4)  Davao Occ Rep. Claude Bautista

https://t.co/EUiLxBuPsf",Negative
"PANININDIGAN NI PBBM

Iginiit ni Pres. Bongbong Marcos na handa ang Pilipinas na makipagtulungan kasama ang Association of Southeast Asian Nations (ASEAN) at China sa pamamagitan ng ""mutually beneficial cooperation."" Pero kasabay nito ang kaniyang pagtindig kontra coercion o pagbabanta at paggamit ng dahas.

""Partnership [must be grounded] in mutual respect for sovereign equality and adherence to international law as guiding principles,"" sabi ng Pangulo sa ASEAN-China Summit.",Neutral
"Sen. Marcoleta, kumusta na ang “surprise witness” mo? Ayan ha, korte na mismo nagsabi. Fake ang notaryo!",Negative
"DPWH Fire, Can a computer explode?
#dpwh #philippines #pinoygamer #podcast #podcastph #podcastphilippines https://t.co/Hlu6oEtJtO",Neutral
"[As of Tuesday, October 28, 2025] 17 senators have given the media access to their latest Statement of Assets, Liabilities and Net Worth.
Senator Jinggoy Estrada is the latest to give media access to his SALN. | via @619938740788026 https://t.co/7RPo7wA1ys",Positive
VicoSotto next nlang gagamitin nla bwahahaha ! Porket andaming napapahanga si Mayor Vico Sotto magpopost kyo ng gnyan ! Samantalang si Mayor Mark Alcala di kayo proud na jowa ng idol nyo ! Bwahahahaha,Positive
"@509428916202013 @515433734353119 Do you believe Chiz Escudero only has P18 million networth in his SALN, especially in the light of his travels with Heart Evangelista and all the millions of worth of gifts to her? Give an honest computation.",Positive
"Chiz Escudero’s 2024 SALN: ₱18 million net worth.

Heart’s ring: $1 million = ₱50 million+.

Now tell me… how does an ₱18M man buy a ₱50M ring? https://t.co/w1NQ2SXtv7",Positive
"The Independent Commission for Infrastructure (ICI) has issued a new subpoena to former Ako Bicol party-list Representative Zaldy Co, who has yet to return to the country amid allegations of his involvement in anomalous flood control projects.

https://t.co/AAw2vwNjTE",Neutral
@509428916202013 Wag sasabihin ni Chiz Escudero na bilyonaryo si Heart Evangelista kasi 'sikat' wala naman gaanong tv project yan tapos hindi rin gaano kalaki ang talent fee nya. Habang yung million followers nyan sa IG ay nabili nya lang puro bots yan (i have proof) . Kaya baka taga laundry si H,Neutral
"Pag-imbita kina dating House Speaker Martin Romualez at dating Cong. Zaldy Co sa imbestigasyon sa anomalya sa flood control projects, itutuloy ni Senate President Pro Tempore @152707895827741 kapag nahalal siya muling chairman ng Senate Blue Ribbon Committee. | via @714496043021965 https://t.co/ExqVis5Rqd",Neutral
"Kinumpirma ng Manila Regional Trial Court Branch 18 na peke ang pirma ni Atty. Petchie Rose Espera sa sinumpaang salaysay ni Orly Guteza, ang nagpakilalang dating security consultant ni former Cong. Zaldy Co.

https://t.co/VzZ8RBWsWF",Positive
"@701710453575340 Zaldy Co. 
papadala lang kami subpoena pero ok lang d ka magreply, basta alam ng media may ginagawa kami.
Hindi kasi namin kaya hulihin ka. 🤡 https://t.co/fPwaLpfrHA",Positive
"JUST IN: Panibagong subpoena ang inilabas ng Independent Commission for Infrastructure (ICI) ng para kay dating Ako Bicol Partylist Rep. Zaldy Co nitong Martes.

Kaugnay pa rin ito sa isinasagawang imbestigasyon ng komisyon hinggil sa maanomalyang flood control projects. https://t.co/1sOiflhehx",Neutral
"#AlaUNAsaBalita | Ombudsman Spokesperson Atty. Clavano, iginiit na walang tyansa na maging ‘state witness’ ang mag-asawang Discaya

#Congresstvdigital #congresstv #congressnews #OfficeoftheOmbudsman #Spokesperson #AttyClavano #StateWitness #DiscayaCouple https://t.co/ki5SsOPCG5",Neutral
"@664138562411848 @389538261678353 Dapat ireklamo rin si Marcoleta. Siya ang nagbitbit kay Guteza sa Senado.
Mukhang siya ang nagturo kay Guteza kung ano ang mga sasabihin.",Neutral
"WATCH: ICI serves ex-Ako Bicol Partylist Rep. Zaldy Co with a second subpoena after Co failed to show up to his October 14 hearing. 

This subpoena was sent on October 20 to his residential addresses in Pasig and Bicol. 

Co is summoned to attend on November 11 and 12. | via @785852153465808, https://t.co/9R0McaxxsO",Negative
